gene_symbol,Tnni1
mouse_life_stage,Early adult
parameter_name,Delayed embryonic development
analysis_id,r6og256ix7m2gyk
mouse_strain,C57BL
gene_accession_id,MGI:105073
pvalue,0.160898
parameter_id,IMPC_GEL_063_001
