gene_symbol,Ufc1
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
gene_accession_id,MGI:1913405
analysis_id,e06l8kw785xn67x
parameter_id,JAXLA_DXA_009_001
pvalue,0.8180656
mouse_strain,C57BL
