gene_symbol,Ola1
parameter_name,DN CD44+CD62L- NKT cells
pvalue,0.539196
analysis_id,o74u29pez235198
gene_accession_id,MGI:1914309
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_046_001
