parameter_name,Whole arena resting time
gene_accession_id,MGI:1915678
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.1679987
analysis_id,do9fv222f55foh4
gene_symbol,Steap3
