gene_symbol,Bcs1l
mouse_life_stage,E9.5
parameter_id,JAXLA_GRS_010_001
mouse_strain,C57BL
parameter_name,Forelimb grip strength normalised against body weight
pvalue,0.4581669
gene_accession_id,MGI:1914071
analysis_id,78d745s3qebi0f9
