parameter_name,BMC/Body weight
parameter_id,HRWLLA_DXA_007_001
analysis_id,8wboiei524da2az
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
pvalue,0.1119355
mouse_strain,C57BL
gene_accession_id,MGI:88328
