mouse_life_stage,Late adult
analysis_id,c8jyoh2886k5i05
parameter_id,MGP_MLN_033_001
parameter_name,Resting NK cells - % of NK cells
pvalue,0.5338838
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_strain,C57BL
