gene_symbol,Fgb
mouse_life_stage,E15.5
parameter_id,IMPC_IMM_073_001
parameter_name,cDCs CD11b Type
mouse_strain,C57BL
gene_accession_id,MGI:99501
pvalue,0.8268391
analysis_id,gt26l836cgzg34j
