gene_symbol,Secisbp2l
pvalue,0.5089141
parameter_id,ESLIM_007_001_009
gene_accession_id,MGI:1917604
analysis_id,ah55e19h7q639ri
mouse_strain,C57BL
parameter_name,Periphery average speed
mouse_life_stage,Late adult
