gene_symbol,Dmap1
parameter_id,IMPC_IMM_073_001
gene_accession_id,MGI:1913483
pvalue,0.7936663
analysis_id,1szj039kep1m9si
parameter_name,cDCs CD11b Type
mouse_strain,C57BL
mouse_life_stage,E12.5
