parameter_name,Creatinine
mouse_strain,C57BL
gene_symbol,Alkbh3
parameter_id,JAX_URI_002_001
analysis_id,b8b3zvnv288g69i
mouse_life_stage,Early adult
pvalue,0.09427864
gene_accession_id,MGI:1916363
