parameter_id,JAX_SLW_014_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.07935838
gene_accession_id,MGI:1929242
gene_symbol,Ivd
analysis_id,3721mpd995n77e5
parameter_name,Breath rate during sleep standard deviation
