gene_symbol,AU040320
pvalue,0.0611257
mouse_strain,C57BL
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_life_stage,Early adult
analysis_id,c1gh015w4w14m24
gene_accession_id,MGI:2140475
parameter_id,MGP_PBI_033_001
