gene_symbol,Slc28a2
parameter_name,Edema
gene_accession_id,MGI:1913105
mouse_strain,C57BL
analysis_id,od0ac0if86897r7
mouse_life_stage,Early adult
pvalue,0.8125202
parameter_id,IMPC_GEO_064_001
