mouse_life_stage,Early adult
gene_symbol,Slc30a4
parameter_name,Lens
mouse_strain,C57BL
pvalue,0.8517757
parameter_id,IMPC_EYE_016_001
gene_accession_id,MGI:1345282
analysis_id,u2v7mgq40m9pbz9
