gene_symbol,AU040320
parameter_name,Coat - hair distribution - back
mouse_life_stage,Late adult
pvalue,0.5535801
gene_accession_id,MGI:2140475
analysis_id,7059dyg2z0f47mx
parameter_id,IMPC_CSD_011_001
mouse_strain,C57BL
