parameter_id,UCD_OWT_003_001
gene_symbol,Kdm5b
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1922855
analysis_id,r520c75o4zu3w6x
pvalue,0.2209581
parameter_name,Spleen weight
