gene_symbol,Zmynd8
parameter_name,DN CD44+CD62L+ NKT cells
parameter_id,IMPC_IMM_047_001
pvalue,0.8979715
mouse_life_stage,Early adult
analysis_id,1z727613934fewg
gene_accession_id,MGI:1918025
mouse_strain,129SV
