gene_symbol,Slc30a4
parameter_name,Retina (combined)
analysis_id,818ca87tgm72y83
pvalue,0.2405958
mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_002
