parameter_id,IMPC_EYE_001_001
parameter_name,Eye
mouse_life_stage,Early adult
gene_symbol,Cisd2
gene_accession_id,MGI:1914256
mouse_strain,C57BL
pvalue,0.4232725
analysis_id,4emlc082201b0jl
