parameter_name,Total cholesterol
pvalue,0.6016117
analysis_id,0svmy8pop413lx3
gene_symbol,Opn3
mouse_life_stage,Early adult
gene_accession_id,MGI:1338022
parameter_id,IMPC_CBC_015_001
mouse_strain,C57BL
