gene_symbol,Slc30a4
mouse_strain,C57BL
parameter_id,MGP_IMM_004_001
analysis_id,84gx0lw63cjk2mk
gene_accession_id,MGI:1345282
parameter_name,Total CD4+ T cells - % of ab T cells
pvalue,0.4435576
mouse_life_stage,Middle aged adult
