mouse_strain,C57BL
parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
pvalue,0.6351646
mouse_life_stage,E12.5
analysis_id,82f143ru5zcm46x
