gene_symbol,Bcs1l
parameter_name,Total ab T cells - % of CD45+
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.217687
analysis_id,23x7739n815any9
parameter_id,MGP_IMM_070_001
gene_accession_id,MGI:1914071
