parameter_name,18kHz-evoked ABR Threshold
mouse_strain,C57BL
gene_accession_id,MGI:1924360
pvalue,0.8726218
analysis_id,126rfaj61y5f46q
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_008_001
gene_symbol,Gpbp1l1
