gene_symbol,Tiprl
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
mouse_strain,C57BL
analysis_id,jme59c92mn795y3
pvalue,0.6659406
parameter_id,JAXLA_OFD_020_001
gene_accession_id,MGI:1915087
