parameter_id,IMPC_DXA_009_001
gene_symbol,Ufc1
gene_accession_id,MGI:1913405
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
pvalue,0.6434321
mouse_strain,C57BL
analysis_id,atm9p1mkr20kz60
