parameter_id,IMPC_ECG_010_001
analysis_id,63341x3m17t77op
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zyg11b
parameter_name,HRV
pvalue,0.8394421
gene_accession_id,MGI:2685277
