parameter_id,JAXLA_CSD_007_001
mouse_life_stage,Early adult
gene_symbol,Ahctf1
mouse_strain,C57BL
parameter_name,Coat - color - abdomen
pvalue,0.6067173
gene_accession_id,MGI:1915033
analysis_id,x408ge65w5h4585
