parameter_id,M-G-P_012_001_005
parameter_name,Body Weight
gene_accession_id,MGI:1923959
mouse_strain,C57BL
gene_symbol,Arpc2
analysis_id,8b0way5zr7ls306
pvalue,4.958076e-08
mouse_life_stage,Early adult
