gene_symbol,Nipal3
mouse_strain,129SV
analysis_id,832src62q85684c
pvalue,0.4457214
gene_accession_id,MGI:1921802
parameter_name,Shape of vertebrae
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_018_001
