gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
analysis_id,l1e7zgze6l91g9k
pvalue,0.3796519
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Mean-corpuscular-haemoglobin
parameter_id,M-G-P_016_001_006
