gene_symbol,Hspa5
parameter_id,IMPC_XRY_001_001
analysis_id,19m7cre387354g1
mouse_strain,C57BL
pvalue,0.1807592
parameter_name,Skull shape
gene_accession_id,MGI:95835
mouse_life_stage,E12.5
