parameter_id,IMPC_XRY_001_001
pvalue,0.591847
gene_accession_id,MGI:95457
mouse_strain,C57BL
mouse_life_stage,E15.5
analysis_id,zrc83cm4oq10cvu
gene_symbol,Mecom
parameter_name,Skull shape
