gene_symbol,Bmi1
mouse_life_stage,E15.5
parameter_name,Anophthalmia
pvalue,0
gene_accession_id,MGI:88174
analysis_id,r631015e4ro2k97
parameter_id,IMPC_GEO_048_002
mouse_strain,C57BL
