mouse_life_stage,E9.5
analysis_id,z7211s592f3jd9k
gene_accession_id,MGI:1917810
pvalue,0.6996419
gene_symbol,Wars2
mouse_strain,C57BL
parameter_id,IMPC_DXA_009_001
parameter_name,Fat/Body weight
