gene_symbol,Snap23
pvalue,0.2320774
parameter_name,Whole arena average speed
mouse_life_stage,Late adult
analysis_id,k6un611ez3vye9h
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_id,JAXLA_OFD_009_001
