parameter_id,IMPC_CBC_053_001
analysis_id,ir9nyb786a0s9e6
mouse_strain,C57BL
gene_symbol,Rhbg
mouse_life_stage,Early adult
parameter_name,Thyroxine
pvalue,0.05677936
gene_accession_id,MGI:1927379
