mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_id,MGP_IMM_010_001
analysis_id,4bn5n1ih72q3590
parameter_name,Effector Treg cells - % of Treg
gene_accession_id,MGI:1920638
pvalue,0.678229
