gene_symbol,Ahcy
parameter_id,JAX_OFD_013_001
analysis_id,g6i891j0dx5j8n4
pvalue,0.7851427
mouse_life_stage,E9.5
parameter_name,Periphery average speed
mouse_strain,C57BL
gene_accession_id,MGI:87968
