parameter_name,Startle response
mouse_life_stage,Early adult
analysis_id,0iy2br38e46s94w
gene_accession_id,MGI:103302
mouse_strain,C57BL
pvalue,0.3278194
gene_symbol,Bmp7
parameter_id,HMGULA_SHI_009_001
