pvalue,0.3331238
parameter_name,Lean mass
mouse_life_stage,E9.5
gene_symbol,Dmap1
analysis_id,0o6lk4ou36ozzm7
parameter_id,IMPC_DXA_003_001
mouse_strain,C57BL
gene_accession_id,MGI:1913483
