gene_symbol,Cds2
mouse_strain,129SV
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_life_stage,Early adult
parameter_id,MGP_PBI_033_001
gene_accession_id,MGI:1332236
pvalue,0.3917024
analysis_id,sd7dp2zepnmbq3u
