pvalue,0.3440915
analysis_id,kc13uu2k0w1h22i
parameter_id,MGP_IMM_036_001
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
gene_symbol,AU040320
parameter_name,KLRG1+ NK cells - % of NK cells
