parameter_name,Startle response
mouse_strain,C57BL
analysis_id,335j5n5r74cqdrc
pvalue,0.5744912
parameter_id,ESLIM_008_001_013
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_life_stage,Early adult
