analysis_id,vlu9de198194ld2
parameter_name,Time mobile light side
gene_symbol,Hspa5
pvalue,0.237336
gene_accession_id,MGI:95835
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_id,JAX_LDT_003_001
