gene_symbol,Ap5s1
mouse_strain,C57BL
gene_accession_id,MGI:1916846
pvalue,0.7056499
analysis_id,8xgikxk44e9xta7
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
parameter_id,JAXLA_GRS_011_001
mouse_life_stage,Early adult
