gene_symbol,Eprs1
mouse_strain,C57BL
analysis_id,0140p90r70bs09c
mouse_life_stage,E9.5
parameter_name,Latency to center entry
gene_accession_id,MGI:97838
pvalue,0.6004184
parameter_id,IMPC_OFD_018_001
