mouse_life_stage,Middle aged adult
pvalue,0.0585073
mouse_strain,C55BL
analysis_id,u356zo454cfgm36
gene_accession_id,MGI:109128
parameter_id,MGP_IMM_078_001
parameter_name,Resting Treg cells - % of CD45+
gene_symbol,Hnf4a
