mouse_life_stage,Late adult
gene_accession_id,MGI:109356
pvalue,0.6254288
mouse_strain,C57BL
parameter_name,End-Systolic Diameter
analysis_id,bs32b5ipa23y3tn
gene_symbol,Snap23
parameter_id,IMPC_ECH_001_001
