parameter_name,Periphery distance travelled
pvalue,0.2775941
mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,gzlina6cv213t4z
gene_symbol,Nipal3
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:1921802
