parameter_name,Prepulse inhibition - PP3
pvalue,0.6635016
mouse_life_stage,Early adult
analysis_id,3h36hr73y9z45mg
gene_symbol,Hrnr
gene_accession_id,MGI:3046938
parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
