parameter_id,IMPC_GEO_009_002
gene_accession_id,MGI:1929866
parameter_name,Hemorrhage
analysis_id,lo3l04xr71vlyry
mouse_strain,C57BL
pvalue,0.4367765
mouse_life_stage,Early adult
gene_symbol,Rgs20
