gene_symbol,Galnt13
parameter_name,CV
analysis_id,vv68k8wn69jw6ss
parameter_id,IMPC_ECG_003_001
gene_accession_id,MGI:2139447
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.3189863
