gene_symbol,F2
parameter_id,IMPC_IMM_069_001
gene_accession_id,MGI:88380
pvalue,0.6153106
parameter_name,Transitional B Cells (CD21/35 low)
analysis_id,bnhkcyjxl4h62zn
mouse_life_stage,Early adult
mouse_strain,C57BL
