gene_symbol,Rhbg
parameter_name,Iron
gene_accession_id,MGI:1927379
analysis_id,61322ixwumqpa3e
pvalue,0.4702127
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_011_001
mouse_strain,C57BL
