gene_symbol,Bcs1l
analysis_id,fag8823j4f63o3c
parameter_id,MGP_IMM_016_001
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.5853221
parameter_name,Naive CD8+ T cells - % of CD8+
