gene_symbol,Cntfr
pvalue,0.5123119
mouse_life_stage,Early adult
parameter_id,JAXLA_HBD_001_001
analysis_id,2ykpaz92z0ej47i
gene_accession_id,MGI:99605
mouse_strain,C57BL
parameter_name,Total holepokes
