parameter_id,IMPC_ACS_034_001
parameter_name,% Pre-pulse inhibition - PPI2
pvalue,0.8444612
mouse_life_stage,Early adult
gene_accession_id,MGI:97054
mouse_strain,C57BL
analysis_id,020942wh3510303
gene_symbol,Mov10
