gene_symbol,Bmi1
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.8148508
parameter_name,Pericardium Morphology
parameter_id,IMPC_GEL_006_001
analysis_id,q733397up641o17
gene_accession_id,MGI:88174
