gene_symbol,Sass6
mouse_life_stage,E12.5
parameter_id,IMPC_FEA_107_001
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
gene_accession_id,MGI:1920026
mouse_strain,C57BL
pvalue,0.6241467
analysis_id,5k26fu3y9w549c8
