gene_symbol,Orc2
analysis_id,4lc8m414xnlz0wm
pvalue,0.8743763
mouse_life_stage,E9.5
gene_accession_id,MGI:1328306
parameter_name,Others
mouse_strain,C57BL
parameter_id,IMPC_IMM_006_001
