gene_symbol,Nanp
mouse_strain,C57BL
analysis_id,17020132bzg08xv
parameter_name,Follicular B Cells (CD21/35+)
parameter_id,IMPC_IMM_067_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
pvalue,0.7064989
