parameter_id,MGP_CSD_067_001
gene_symbol,Sfpq
mouse_strain,C57BL
gene_accession_id,MGI:1918764
analysis_id,v57r0ea59fj2975
mouse_life_stage,Early adult
parameter_name,Snout size
pvalue,0.8060989
